Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,TRP,AV,TRPAV,Fuel door,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,TRAPPE D'ESSENCE,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,180,100
carbody,TRP,AV,TRPAV,Fuel door,Front,Slightly damaged,SEV2,Quick repair,0,TRAPPE D'ESSENCE,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,180,100
carbody,TRP,AV,TRPAV,Fuel door,Front,Accidented,SEV5,Replacement,0,TRAPPE D'ESSENCE,Avant,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,180,100
carbody,TRP,AV,TRPAV,Fuel door,Front,Paintwork needed,SEV3,Painting,0,TRAPPE D'ESSENCE,Avant,A repeindre,Peinture,paintwork_required,painting,2026,0-1-2-3-16-17,,180,100
carbody,TRP,AV,TRPAV,Fuel door,Front,Rust spotted,SEV4,Sheet Metal Work and Painting,0,TRAPPE D'ESSENCE,Avant,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,180,100
carbody,PGC,AV,PGCAV,Hood Handle,Front,Scuffed,SEV1,Polish,0,POIGNÉE de capot,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,190,130
carbody,PGC,AV,PGCAV,Hood Handle,Front,Scratched,SEV3,Painting,0,POIGNÉE de capot,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,190,130
carbody,PGC,AV,PGCAV,Hood Handle,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,POIGNÉE de capot,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,190,130
carbody,PGC,AV,PGCAV,Hood Handle,Front,Accidented,SEV5,Replacement,0,POIGNÉE de capot,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,190,130
glass,PRB,AV,PRBAV,Windshield,Front,Damaged,SEV3,Repair,0,Pare-brise,Avant,Endommagé,Réparation,glass_impactSEV3,repair_glass_impactSEV3,2025,0-1-2-3-16-17,,191,131
glass,PRB,AV,PRBAV,Windshield,Front,Damaged,SEV5,Replacement,0,Pare-brise,Avant,Endommagé,Remplacement,glass_impactSEV5,repair_glass_impactSEV5,2025,0-1-2-3-16-17,,191,131
glass,PRB,AV,PRBAV,Windshield,Front,Cracked,SEV5,Replacement,0,Pare-brise,Avant,Fissuré,Remplacement,glass_cracked,glass_replacement,2025,0-1-2-3-16-17,,191,131
glass,PRB,AV,PRBAV,Windshield,Front,Damaged,SEV5,Replacement,0,Pare-brise,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,191,131
carbody,DDC,AV,DDCAV,Hood deflector,Front,Scuffed,SEV1,Polish,0,Déflecteur de capot,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Scratched,SEV3,Painting,0,Déflecteur de capot,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,Déflecteur de capot,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Slightly damaged,SEV2,Quick repair,0,Déflecteur de capot,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Accidented,SEV5,Replacement,0,Déflecteur de capot,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Paintwork needed,SEV3,Painting,0,Déflecteur de capot,Avant,A repeindre,Peinture,paintwork_required,painting,2025,0-1-2-3-16-17,,200,150
carbody,DDC,AV,DDCAV,Hood deflector,Front,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Déflecteur de capot,Avant,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,200,150
carbody,END,AV,ENDAV,Hubcap (2),Front,Scuffed,SEV1,Polish,0,ENJOLIVEUR (2),Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,210,160
carbody,END,AV,ENDAV,Hubcap (2),Front,Scratched,SEV3,Painting,0,ENJOLIVEUR (2),Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,210,160
carbody,END,AV,ENDAV,Hubcap (2),Front,Accidented,SEV5,Replacement,0,ENJOLIVEUR (2),Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,210,160
carbody,ENJ,AV,ENJAV,Hubcap,Front,Scuffed,SEV1,Polish,0,ENJOLIVEUR,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,211,161
carbody,ENJ,AV,ENJAV,Hubcap,Front,Scratched,SEV3,Painting,0,ENJOLIVEUR,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,211,161
carbody,ENJ,AV,ENJAV,Hubcap,Front,Accidented,SEV5,Replacement,0,ENJOLIVEUR,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,211,161
carbody,CAP,AV,CAPAV,Overcab extension,Front,scuffed,SEV1,Polish,0,Capucine,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,scratched,SEV3,Painting,0,Capucine,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,slightly damaged,SEV3,Quick repair,0,Capucine,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Capucine,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,to be replaced,SEV5,Replacement,0,Capucine,Avant,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,scuffed,SEV1,Polish,0,Capucine,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,scratched,SEV3,Painting,0,Capucine,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,slightly damaged,SEV3,Quick repair,0,Capucine,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Capucine,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,CAP,AV,CAPAV,Overcab extension,Front,to be replaced,SEV5,Replacement,0,Capucine,Avant,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-4-5-15-16-17,,220,190
carbody,PCN,AV,PCNAV,Plastic bumper,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,Pare-choc non peint,Avant,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-4-5-15-16-17,,230,200
carbody,PCN,AV,PCNAV,Plastic bumper,Front,Accidented,SEV5,Replacement,0,Pare-choc non peint,Avant,Endommagé,Remplacement,damaged_sev5,replacement,2026,0-1-2-3-4-5-15-16-17,,230,200
carbody,PRI,AV,PRIAV,Power socket,Front,Accidented,SEV5,Replacement,0,Prise secteur,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,240,220
carbody,ROU,AV,ROUAV,Wheel,Front,Scuffed,SEV1,Polish,0,ROUE,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,241,221
carbody,ROU,AV,ROUAV,Wheel,Front,Scratched,SEV3,Painting,0,ROUE,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,241,221
carbody,ROU,AV,ROUAV,Wheel,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,ROUE,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,241,221
carbody,ROU,AV,ROUAV,Wheel,Front,Slightly damaged,SEV3,Quick repair,0,ROUE,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-16-17,,241,221
carbody,ROU,AV,ROUAV,Wheel,Front,Accidented,SEV5,Replacement,0,ROUE,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,241,221
carbody,CTD,AV,CTDAV,Reflector,Front,Accidented,SEV5,Replacement,0,Catadioptre,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,250,230
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Scuffed,SEV1,Polish,0,Deflecteur de toit,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Scratched,SEV3,Painting,0,Deflecteur de toit,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,Deflecteur de toit,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Slightly damaged,SEV2,Quick repair,0,Deflecteur de toit,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Accidented,SEV5,Replacement,0,Deflecteur de toit,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Paintwork needed,SEV3,Painting,0,Deflecteur de toit,Avant,A repeindre,Peinture,paintwork_required,painting,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,DDT,AV,DDTAV,Roof air deflector,Front,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Deflecteur de toit,Avant,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,0-1-2-3-4-5-15-16-17,,260,240
carbody,SNL,AV,SNLAV,Snorkel,Front,scuffed,SEV1,Polish,0,Snorkel,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-4-5-15-16-17,,270,250
carbody,SNL,AV,SNLAV,Snorkel,Front,scratched,SEV3,Painting,0,Snorkel,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-4-5-15-16-17,,270,250
carbody,SNL,AV,SNLAV,Snorkel,Front,slightly damaged,SEV3,Quick repair,0,Snorkel,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-4-5-15-16-17,,270,250
carbody,SNL,AV,SNLAV,Snorkel,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Snorkel,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-4-5-15-16-17,,270,250
carbody,SNL,AV,SNLAV,Snorkel,Front,to be replaced,SEV5,Replacement,0,Snorkel,Avant,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-4-5-15-16-17,,270,250
carbody,JTD,AV,JTDAV,Steel rim (2),Front,Scuffed,SEV1,Polish,0,JANTE TOLE (2),Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,280,260
carbody,JTD,AV,JTDAV,Steel rim (2),Front,Scratched,SEV3,Painting,0,JANTE TOLE (2),Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,280,260
carbody,JTD,AV,JTDAV,Steel rim (2),Front,Damaged,SEV4,Sheet Metal Work and Painting,0,JANTE TOLE (2),Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,280,260
carbody,JTD,AV,JTDAV,Steel rim (2),Front,Slightly damaged,SEV3,Quick repair,0,JANTE TOLE (2),Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-16-17,,280,260
carbody,JTD,AV,JTDAV,Steel rim (2),Front,Accidented,SEV5,Replacement,0,JANTE TOLE (2),Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,280,260
carbody,BOU,AV,BOUAV,Tank cap,Front,Accidented,SEV5,Replacement,0,Bouchon reservoir,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,290,270
carbody,PCS,AV,PCSAV,Upper bumper,Front,Scuffed,SEV1,Polish,0,PARE-CHOC SUPERIEUR,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-4-5-15-16-17,,300,280
carbody,PCS,AV,PCSAV,Upper bumper,Front,Scratched,SEV3,Painting,0,PARE-CHOC SUPERIEUR,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-4-5-15-16-17,,300,280
carbody,PCS,AV,PCSAV,Upper bumper,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,PARE-CHOC SUPERIEUR,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-4-5-15-16-17,,300,280
carbody,PCS,AV,PCSAV,Upper bumper,Front,Slightly damaged,SEV3,Quick repair,0,PARE-CHOC SUPERIEUR,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-4-5-15-16-17,,300,280
carbody,PCS,AV,PCSAV,Upper bumper,Front,Accidented,SEV5,Replacement,0,PARE-CHOC SUPERIEUR,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-4-5-15-16-17,,300,280
cabin,PIH,AR,,Upper tailgate panels,Rear,Slightly damaged,SEV1,Quick repair,0,Panneaux supérieurs du hayon,Arrière,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,7-8-9-10-11,,,
cabin,PIH,AR,,Upper tailgate panels,Rear,Damaged,SEV3,Repair,0,Panneaux supérieurs du hayon,Arrière,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,7-8-9-10-11,,,
cabin,PIH,AR,,Upper tailgate panels,Rear,Soiled,SEV2,Cleaning,0,Panneaux supérieurs du hayon,Arrière,Interior Soiled,Sali,interior_soiled,important_washing,2025,7-8-9-10-11,,,
cabin,PIH,AR,,Upper tailgate panels,Rear,Missing,SEV5,Replacement,0,Panneaux supérieurs du hayon,Arrière,Pièce manquante,Remplacement,interior_missing,replacement,2025,7-8-9-10-11,,,
carbody,TRW,AV,TRWAV,Winch,Front,scuffed,SEV1,Polish,0,Treuil,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,scratched,SEV3,Painting,0,Treuil,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,310,300
tires,PND,AR,,Tire (2),Rear,Badly mounted,SEV5,Replacement,0,Pneu (2),Arrière,À remonter,Remplacement,accidented,replacement,2026,7-8-9-10-11,,,
tires,PNE,AR,,Tire,Rear,Badly mounted,SEV5,Replacement,0,Pneu,Arrière,À remonter,Remplacement,accidented,replacement,2026,7-8-9-10-11,,,
carbody,TRW,AV,TRWAV,Winch,Front,slightly damaged,SEV3,Quick repair,0,Treuil,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Treuil,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,to be replaced,SEV5,Replacement,0,Treuil,Avant,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,scuffed,SEV1,Polish,0,Treuil,Avant,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,scratched,SEV3,Painting,0,Treuil,Avant,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,slightly damaged,SEV3,Quick repair,0,Treuil,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,damaged,SEV4,Sheet Metal Work and Painting,0,Treuil,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,310,300
carbody,TRW,AV,TRWAV,Winch,Front,to be replaced,SEV5,Replacement,0,Treuil,Avant,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-16-17,,310,300
carbody,ARQ,AVD,ARQAVD,Towing ring,Front Right,Accidented,SEV5,Replacement,0,Anneau de remorquage,Avant droite,Accidenté,Remplacement,accidented,replacement,2025,0-1-13-15-16-17,,311,301
carbody,CHB,AV,CHBAV,Windshield Hinge,Front,Accidented,SEV5,Replacement,0,Charniere de parebrise,Avant,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,320,310
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Scuffed,SEV1,Polish,0,Cache de baie de parebrise,Avant,Éraflé,Polish,scuffed,polish,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Scratched,SEV3,Painting,0,Cache de baie de parebrise,Avant,Rayé,Peinture,scratched,painting,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Damaged,SEV4,Sheet Metal Work and Painting,0,Cache de baie de parebrise,Avant,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Slightly damaged,SEV2,Quick repair,0,Cache de baie de parebrise,Avant,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Accidented,SEV5,Replacement,0,Cache de baie de parebrise,Avant,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Paintwork needed,SEV3,Painting,0,Cache de baie de parebrise,Avant,A repeindre,Peinture,paintwork_required,painting,2025,0-1-2-3-16-17,,330,320
carbody,CBP,AV,CBPAV,Windshield cowl,Front,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Cache de baie de parebrise,Avant,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2025,0-1-2-3-16-17,,330,320
carbody,ESG,AVG,ESGAVG,Windshield wiper,Front Left,Accidented,SEV5,Replacement,0,Essuie-glace,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2026,0-1-2-3-5,,340,3570
carbody,BUS,AVG,BUSAVG,Windshield washer nozzle,Front Left,accidented,SEV5,Replacement,0,BUSE LAVAGLACE,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-5,,350,3560
carbody,PHR,AVG,PHRAVG,Light,Front Left,opaque,SEV1,Renovation,0,PHARE,Avant Gauche,Opaque,Rénovation,opaque,renovation,2025,0-1-2-3-5,,360,3140
carbody,PHR,AVG,PHRAVG,Light,Front Left,accidented,SEV5,Replacement,0,PHARE,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2025,0-1-2-3-5,,360,3140
carbody,PHS,AVG,PHSAVG,Upper Light,Front Left,Opaque,SEV1,Renovation,0,PHARE SUPERIEUR,Avant Gauche,Opaque,Rénovation,opaque,renovation,2025,0-1-2-3-5,,361,3141
carbody,PHS,AVG,PHSAVG,Upper Light,Front Left,Accidented,SEV5,Replacement,0,PHARE SUPERIEUR,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2025,0-1-2-3-5,,361,3141
carbody,PHT,AVG,PHTAVG,Additional Light,Front Left,Opaque,SEV1,Renovation,0,PHARE ADDITIONNEL,Avant Gauche,Opaque,Rénovation,opaque,renovation,2025,0-1-2-3-5,,362,3142
carbody,PHT,AVG,PHTAVG,Additional Light,Front Left,Accidented,SEV5,Replacement,0,PHARE ADDITIONNEL,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2025,0-1-2-3-5,,362,3142
carbody,ABR,AVG,ABRAVG,Anti-fog,Front Left,accidented,SEV5,Replacement,0,PHARE ANTIBROUILLARD,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-5,,370,2800
carbody,LPH,AVG,LPHAVG,Headlight washers,Front Left,Damaged,SEV4,Sheet Metal Work and Painting,0,Lave-phares,Avant Gauche,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-5,,380,3040
carbody,LPH,AVG,LPHAVG,Headlight washers,Front Left,Accidented,SEV5,Replacement,0,Lave-phares,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-5,,380,3040
carbody,FDN,AVG,FDNAVG,Daytime running lamp,Front Left,Accidented,SEV5,Replacement,0,Feu diurne,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-5,,390,2940
carbody,MAI,AVG,MAIAVG,Bumper Molding,Front Left,Scuffed,SEV1,Polish,0,Moulure de pare-chocs,Avant Gauche,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-5-6,,400,2860
carbody,MAI,AVG,MAIAVG,Bumper Molding,Front Left,Scratched,SEV3,Painting,0,Moulure de pare-chocs,Avant Gauche,Rayé,Peinture,scratched,painting,2026,0-1-2-3-5-6,,400,2860
carbody,MAI,AVG,MAIAVG,Bumper Molding,Front Left,Accidented,SEV5,Replacement,0,Moulure de pare-chocs,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-5-6,,400,2860
carbody,CPK,AVG,CPKAVG,Parking sensor,Front Left,accidented,SEV5,Replacement,0,CAPTEUR DE PARKING,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2025,0-1-2-3-5,,410,3210
carbody,GRA,AVG,GRAAVG,Aerodynamic grille,Front Left,Scuffed,SEV1,Polish,0,Grille aerodynamyque,Avant Gauche,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-5,,420,2770
carbody,GRA,AVG,GRAAVG,Aerodynamic grille,Front Left,Scratched,SEV3,Painting,0,Grille aerodynamyque,Avant Gauche,Rayé,Peinture,scratched,painting,2026,0-1-2-3-5,,420,2770
carbody,GRA,AVG,GRAAVG,Aerodynamic grille,Front Left,Damaged,SEV4,Sheet Metal Work and Painting,0,Grille aerodynamyque,Avant Gauche,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-5,,420,2770
carbody,GRA,AVG,GRAAVG,Aerodynamic grille,Front Left,Slightly damaged,SEV2,Quick repair,0,Grille aerodynamyque,Avant Gauche,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-5,,420,2770
carbody,GRA,AVG,GRAAVG,Aerodynamic grille,Front Left,Accidented,SEV5,Replacement,0,Grille aerodynamyque,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-5,,420,2770
carbody,HCT,AVG,HCTAVG,Quarter glass trim,Front Left,Accidented,SEV5,Replacement,0,Habillage custode,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2026,2-3-4-5-6-7,,430,3270
carbody,BPT,AVG,BPTAVG,Side molding,Front Left,accidented,SEV5,Replacement,0,BAGUETTE DE PORTE,Avant Gauche,Accidenté,Remplacement,accidented,replacement,2025,2-3-4-5-6-7,,440,3410
carbody,CLL,AVG,CLLAVG,Side blinker,Front Left,Accidented,SEV5,Replacement,0,Clignotant lateral,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2026,0-1-2-3-5,,450,3400
carbody,CLI,AVG,CLIAVG,Blinker,Front Left,Accidented,SEV5,Replacement,0,Clignotant,Avant Gauche,Accidenté,Remplacement,damaged_sev5,replacement,2026,0-1-2-3-5,,460,2850
carbody,AIL,AVG,AILAVG,Wing,Front Left,Paintwork needed,SEV3,Painting,0,AILE,Avant Gauche,A repeindre,Peinture,paintwork_required,painting,2026,2-3-4-5-6-7,,470,3580
carbody,AIL,AVG,AILAVG,Wing,Front Left,Rust spotted,SEV4,Sheet Metal Work and Painting,0,AILE,Avant Gauche,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,2-3-4-5-6-7,,470,3580
carbody,AIL,AVG,AILAVG,Wing,Front Left,scuffed,SEV1,Polish,0,AILE,Avant Gauche,Éraflé,Polish,scuffed,polish,2025,2-3-4-5-6-7,,470,3580
carbody,AIL,AVG,AILAVG,Wing,Front Left,scratched,SEV3,Painting,0,AILE,Avant Gauche,Rayé,Peinture,scratched,painting,2025,2-3-4-5-6-7,,470,3580
accessory,SER,AR,,Lock,Rear,Missing,SEV5,Replacement,0,Serrure,Arrière,Manquant,Remplacement,interior_missing,replacement,2025,7-8-9-10-11,,,
