Part Type code,3-letter part code,Location code,Part-location,Part name (EN),Location (EN),Condition label (EN),Severity (1 to 5),Repair label (EN),COST BEFORE TAX,Part name (FR),Location (FR),Condition label (FR),Réparation (FR),Condition code, Repair code,Nomenclature,Angle,VehicleType,Order Front - left - rear -right,Order Front - right - rear - left
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Rust spotted,SEV4,Sheet Metal Work and Painting,0,Toit ouvrant (toile),Dessus,Rouillé,Tôlerie Peinture,rusty,sheet_metal_work_and_painting,2026,ALL,,3770,3980
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Scuffed,SEV1,Polish,0,Toit ouvrant (toile),Dessus,Éraflé,Polish,scuffed,polish,2026,ALL,,3770,3980
accessory,BOS,G,,Underbody Truck Box,Left,Damaged,SEV3,Repair,0,Boîte à Outils pour Sous-Caisse de Camion,Gauche,Endommagé,Réparation,interior_damaged,repair_interior_damaged,2026,,,,
accessory,BOS,G,,Underbody Truck Box,Left,Missing,SEV5,Replacement,0,Boîte à Outils pour Sous-Caisse de Camion,Gauche,Manquant,Remplacement,interior_missing,replacement,2026,,,,
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Scratched,SEV3,Painting,0,Toit ouvrant (toile),Dessus,Rayé,Peinture,scratched,painting,2026,ALL,,3770,3980
cabin,CEC,G,,Controls and switches,Left,Damaged,SEV3,Repair,0,Commandes et commutateurs,Gauche,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CEC,G,,Controls and switches,Left,Missing,SEV5,Replacement,0,Commandes et commutateurs,Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Damaged,SEV4,Sheet Metal Work and Painting,0,Toit ouvrant (toile),Dessus,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,3770,3980
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Slightly damaged,SEV2,Quick repair,0,Toit ouvrant (toile),Dessus,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,3770,3980
carbody,TOT,T,TOTT,Sunroof (canvas),Top,Accidented,SEV5,Replacement,0,Toit ouvrant (toile),Dessus,Accidenté,Remplacement,accidented,replacement,2026,ALL,,3770,3980
carbody,ANT,T,ANTT,Antenna,Roof,accidented,SEV5,Replacement,0,ANTENNA,Toit,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3780,3620
carbody,VER,T,VERT,Cylinder,Top,Accidented,SEV5,Replacement,0,Verin,Dessus,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3790,3630
cabin,GIP,G,,Interior trim of the utility door panel,Left,Slightly damaged,SEV1,Quick repair,0,Garniture intérieure du panneau de porte utilitaire,Gauche,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,GIP,G,,Interior trim of the utility door panel,Left,Damaged,SEV3,Repair,0,Garniture intérieure du panneau de porte utilitaire,Gauche,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,GIP,G,,Interior trim of the utility door panel,Left,Soiled,SEV2,Cleaning,0,Garniture intérieure du panneau de porte utilitaire,Gauche,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,GIP,G,,Interior trim of the utility door panel,Left,Missing,SEV5,Replacement,0,Garniture intérieure du panneau de porte utilitaire,Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,MCH,ARB,MCHARB,Horizontal box pillar,Rear/Bottom,scuffed,SEV1,Polish,0,Montant de caisse horizontal ,Arrière / bas,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,3800,3640
carbody,MCH,ARB,MCHARB,Horizontal box pillar,Rear/Bottom,scratched,SEV3,Painting,0,Montant de caisse horizontal ,Arrière / bas,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,3800,3640
carbody,MCH,ARB,MCHARB,Horizontal box pillar,Rear/Bottom,slightly damaged,SEV3,Quick repair,0,Montant de caisse horizontal ,Arrière / bas,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,3800,3640
carbody,MCH,ARB,MCHARB,Horizontal box pillar,Rear/Bottom,damaged,SEV4,Sheet Metal Work and Painting,0,Montant de caisse horizontal ,Arrière / bas,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,3800,3640
carbody,MCH,ARB,MCHARB,Horizontal box pillar,Rear/Bottom,to be replaced,SEV5,Replacement,0,Montant de caisse horizontal ,Arrière / bas,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,3800,3640
carbody,MCH,ARH,MCHARH,Horizontal box pillar,Rear/Top,scuffed,SEV1,Polish,0,Montant de caisse horizontal ,Arrière / haut,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,3810,3650
carbody,MCH,ARH,MCHARH,Horizontal box pillar,Rear/Top,scratched,SEV3,Painting,0,Montant de caisse horizontal ,Arrière / haut,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,3810,3650
carbody,MCH,ARH,MCHARH,Horizontal box pillar,Rear/Top,slightly damaged,SEV3,Quick repair,0,Montant de caisse horizontal ,Arrière / haut,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,7-8-9-10-11,,3810,3650
carbody,MCH,ARH,MCHARH,Horizontal box pillar,Rear/Top,damaged,SEV4,Sheet Metal Work and Painting,0,Montant de caisse horizontal ,Arrière / haut,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,7-8-9-10-11,,3810,3650
carbody,MCH,ARH,MCHARH,Horizontal box pillar,Rear/Top,to be replaced,SEV5,Replacement,0,Montant de caisse horizontal ,Arrière / haut,À remplacer,Remplacement,to_be_replaced,replacement,2026,7-8-9-10-11,,3810,3650
carbody,MCH,AVB,MCHAVB,Horizontal box pillar,Front/Bottom,scuffed,SEV1,Polish,0,Montant de caisse horizontal ,Avant / bas,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,3820,3660
carbody,MCH,AVB,MCHAVB,Horizontal box pillar,Front/Bottom,scratched,SEV3,Painting,0,Montant de caisse horizontal ,Avant / bas,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,3820,3660
carbody,MCH,AVB,MCHAVB,Horizontal box pillar,Front/Bottom,slightly damaged,SEV3,Quick repair,0,Montant de caisse horizontal ,Avant / bas,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,3820,3660
carbody,MCH,AVB,MCHAVB,Horizontal box pillar,Front/Bottom,damaged,SEV4,Sheet Metal Work and Painting,0,Montant de caisse horizontal ,Avant / bas,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,3820,3660
carbody,MCH,AVB,MCHAVB,Horizontal box pillar,Front/Bottom,to be replaced,SEV5,Replacement,0,Montant de caisse horizontal ,Avant / bas,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-16-17,,3820,3660
carbody,MCH,AVH,MCHAVH,Horizontal box pillar,Front/Top,scuffed,SEV1,Polish,0,Montant de caisse horizontal ,Avant / haut,Éraflé,Polish,scuffed,polish,2026,0-1-2-3-16-17,,3830,3670
carbody,MCH,AVH,MCHAVH,Horizontal box pillar,Front/Top,scratched,SEV3,Painting,0,Montant de caisse horizontal ,Avant / haut,Rayé,Peinture,scratched,painting,2026,0-1-2-3-16-17,,3830,3670
carbody,MCH,AVH,MCHAVH,Horizontal box pillar,Front/Top,slightly damaged,SEV3,Quick repair,0,Montant de caisse horizontal ,Avant / haut,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,0-1-2-3-16-17,,3830,3670
carbody,MCH,AVH,MCHAVH,Horizontal box pillar,Front/Top,damaged,SEV4,Sheet Metal Work and Painting,0,Montant de caisse horizontal ,Avant / haut,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,0-1-2-3-16-17,,3830,3670
carbody,MCH,AVH,MCHAVH,Horizontal box pillar,Front/Top,to be replaced,SEV5,Replacement,0,Montant de caisse horizontal ,Avant / haut,À remplacer,Remplacement,to_be_replaced,replacement,2026,0-1-2-3-16-17,,3830,3670
carbody,CHL,B,CHLB,Jeep Front Left Door Hinge,Bottom,Accidented,SEV5,Replacement,0,Charniere de porte de jeep avant droite,Dessous,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3840,3680
carbody,CHL,T,CHLT,Jeep Front Left Door Hinge,Top,Accidented,SEV5,Replacement,0,Charniere de porte de jeep avant droite,Dessus,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,3850,3690
carbody,CHF,B,CHFB,Jeep Front Right Door Hinge,Bottom,Accidented,SEV5,Replacement,0,Charniere de porte de jeep avant droite,Dessous,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3860,3700
carbody,CHF,T,CHFT,Jeep Front Right Door Hinge,Top,Accidented,SEV5,Replacement,0,Charniere de porte de jeep avant droite,Dessus,Accidenté,Remplacement,accidented,replacement,2026,0-1-2-3-16-17,,3870,3710
carbody,CHT,B,CHTB,Jeep Rear Left Door Hinge,Bottom,Accidented,SEV5,Replacement,0,Charniere de porte de jeep arrière gauche,Dessous,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3880,3720
carbody,CHT,T,CHTT,Jeep Rear Left Door Hinge,Top,Accidented,SEV5,Replacement,0,Charniere de porte de jeep arrière gauche,Dessus,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3890,3730
carbody,CHQ,B,CHQB,Jeep Rear Right Door Hinge,Bottom,Accidented,SEV5,Replacement,0,Charniere de porte de jeep arrière droite,Dessous,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3900,3740
cabin,OTC,G,,Other cabin,Left,Soiled,SEV2,Cleaning,0,Autre (Intérieur),Gauche,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
cabin,OTC,G,,Other cabin,Left,Missing,SEV5,Replacement,0,Autre (Intérieur),Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,OTC,G,,Other cabin,Left,Damaged,SEV5,Replacement,0,Autre (Intérieur),Gauche,Endommagé ,Remplacement,damaged_sev5,replacement,2025,,,,
carbody,CHQ,T,CHQT,Jeep Rear Right Door Hinge,Top,Accidented,SEV5,Replacement,0,Charniere de porte de jeep arrière droite,Dessus,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3910,3750
carbody,PRI,B,PRIB,Power socket,Bottom,Accidented,SEV5,Replacement,0,Prise secteur,Dessous,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3920,3770
carbody,PRI,T,PRIT,Power socket,Top,Accidented,SEV5,Replacement,0,Prise secteur,Dessus,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3930,3780
carbody,HMA,T,HMAT,Rear Door Pillar Trim,Top,Scuffed,SEV1,Polish,0,Habillage de montant de porte arrière,Dessus,Éraflé,Polish,scuffed,polish,2026,7-8-9-10-11,,3940,3830
carbody,HMA,T,HMAT,Rear Door Pillar Trim,Top,Scratched,SEV3,Painting,0,Habillage de montant de porte arrière,Dessus,Rayé,Peinture,scratched,painting,2026,7-8-9-10-11,,3940,3830
carbody,HMA,T,HMAT,Rear Door Pillar Trim,Top,Accidented,SEV5,Replacement,0,Habillage de montant de porte arrière,Dessus,Accidenté,Remplacement,accidented,replacement,2026,7-8-9-10-11,,3940,3830
carbody,PCA,C,PCAC,Rear bumper,Center,scuffed,SEV1,Polish,0,Pare-chocs arrière,Milieu,Éraflé,Polish,scuffed,polish,2026,6-7-8-9-10-11-12-13,,3950,3910
carbody,PCA,C,PCAC,Rear bumper,Center,scratched,SEV3,Painting,0,Pare-chocs arrière,Milieu,Rayé,Peinture,scratched,painting,2026,6-7-8-9-10-11-12-13,,3950,3910
carbody,PCA,C,PCAC,Rear bumper,Center,slightly damaged,SEV3,Quick repair,0,Pare-chocs arrière,Milieu,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,6-7-8-9-10-11-12-13,,3950,3910
carbody,PCA,C,PCAC,Rear bumper,Center,damaged,SEV4,Sheet Metal Work and Painting,0,Pare-chocs arrière,Milieu,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,6-7-8-9-10-11-12-13,,3950,3910
carbody,PCA,C,PCAC,Rear bumper,Center,to be replaced,SEV5,Replacement,0,Pare-chocs arrière,Milieu,À remplacer,Remplacement,to_be_replaced,replacement,2026,6-7-8-9-10-11-12-13,,3950,3910
carbody,CTD,B,CTDB,Reflector,Bottom,Accidented,SEV5,Replacement,0,Catadioptre,Dessous,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3960,3920
carbody,PHT,B,PHTB,Additional Light,Bottom,Opaque,SEV1,Renovation,0,PHARE ADDITIONNEL,Dessous,Opaque,Rénovation,opaque,renovation,2025,ALL,,3961,3921
carbody,PHT,B,PHTB,Additional Light,Bottom,Accidented,SEV5,Replacement,0,PHARE ADDITIONNEL,Dessous,Accidenté,Remplacement,damaged_sev5,replacement,2025,ALL,,3961,3921
carbody,CTD,T,CTDT,Reflector,Top,Accidented,SEV5,Replacement,0,Catadioptre,Dessus,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3970,3930
carbody,TDT,T,TDTT,Roof Top Tent ,Top,Accidented,SEV5,Replacement,0,Tente de toit,Dessus,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3980,3950
glass,OTG,AU,OTGAU,Other (glass),Other,Damaged,SEV3,Repair,0,Autre (vitre),Autre,Endommagé,Réparation,glass_impactSEV3,repair_glass_impactSEV3,2025,ALL,,3990,4000
glass,OTG,AU,OTGAU,Other (glass),Other,Damaged,SEV5,Replacement,0,Autre (vitre),Autre,Endommagé,Remplacement,glass_impactSEV5,repair_glass_impactSEV5,2025,ALL,,3990,4000
glass,OTG,AU,OTGAU,Other (glass),Other,Cracked,SEV5,Replacement,0,Autre (vitre),Autre,Fissuré,Remplacement,glass_cracked,glass_replacement,2025,ALL,,3990,4000
glass,OTG,AU,OTGAU,Other (glass),Other,Damaged,SEV5,Replacement,0,Autre (vitre),Autre,Accidenté,Remplacement,accidented,replacement,2025,ALL,,3990,4000
carbody,OTH,AU1,OTHAU1,Other (carbody),Other 1,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 1,Éraflé,Polish,scuffed,polish,2026,ALL,,4001,4001
carbody,OTH,AU1,OTHAU1,Other (carbody),Other 1,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 1,Rayé,Peinture,scratched,painting,2026,ALL,,4001,4001
cabin,REI,G,,Interior rearview mirror,Left,Damaged,SEV3,Repair,0,Rétroviseur intérieur,Gauche,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,REI,G,,Interior rearview mirror,Left,Missing,SEV5,Replacement,0,Rétroviseur intérieur,Gauche,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
carbody,OTH,AU1,OTHAU1,Other (carbody),Other 1,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 1,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4001,4001
carbody,OTH,AU1,OTHAU1,Other (carbody),Other 1,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 1,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4001,4001
carbody,OTH,AU1,OTHAU1,Other (carbody),Other 1,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 1,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4001,4001
carbody,OTH,AU10,OTHAU10,Other (carbody),Other 10,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 10,Éraflé,Polish,scuffed,polish,2026,ALL,,4010,4010
carbody,OTH,AU10,OTHAU10,Other (carbody),Other 10,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 10,Rayé,Peinture,scratched,painting,2026,ALL,,4010,4010
carbody,OTH,AU10,OTHAU10,Other (carbody),Other 10,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 10,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4010,4010
carbody,OTH,AU10,OTHAU10,Other (carbody),Other 10,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 10,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4010,4010
carbody,OTH,AU10,OTHAU10,Other (carbody),Other 10,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 10,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4010,4010
carbody,OTH,AU11,OTHAU11,Other (carbody),Other 11,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 11,Éraflé,Polish,scuffed,polish,2026,ALL,,4011,4011
carbody,OTH,AU11,OTHAU11,Other (carbody),Other 11,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 11,Rayé,Peinture,scratched,painting,2026,ALL,,4011,4011
carbody,OTH,AU11,OTHAU11,Other (carbody),Other 11,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 11,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4011,4011
carbody,OTH,AU11,OTHAU11,Other (carbody),Other 11,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 11,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4011,4011
carbody,OTH,AU11,OTHAU11,Other (carbody),Other 11,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 11,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4011,4011
carbody,OTH,AU12,OTHAU12,Other (carbody),Other 12,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 12,Éraflé,Polish,scuffed,polish,2026,ALL,,4012,4012
carbody,OTH,AU12,OTHAU12,Other (carbody),Other 12,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 12,Rayé,Peinture,scratched,painting,2026,ALL,,4012,4012
carbody,OTH,AU12,OTHAU12,Other (carbody),Other 12,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 12,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4012,4012
carbody,OTH,AU12,OTHAU12,Other (carbody),Other 12,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 12,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4012,4012
carbody,OTH,AU12,OTHAU12,Other (carbody),Other 12,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 12,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4012,4012
carbody,OTH,AU13,OTHAU13,Other (carbody),Other 13,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 13,Éraflé,Polish,scuffed,polish,2026,ALL,,4013,4013
carbody,OTH,AU13,OTHAU13,Other (carbody),Other 13,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 13,Rayé,Peinture,scratched,painting,2026,ALL,,4013,4013
carbody,OTH,AU13,OTHAU13,Other (carbody),Other 13,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 13,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4013,4013
carbody,OTH,AU13,OTHAU13,Other (carbody),Other 13,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 13,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4013,4013
carbody,OTH,AU13,OTHAU13,Other (carbody),Other 13,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 13,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4013,4013
carbody,OTH,AU14,OTHAU14,Other (carbody),Other 14,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 14,Éraflé,Polish,scuffed,polish,2026,ALL,,4014,4014
carbody,OTH,AU14,OTHAU14,Other (carbody),Other 14,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 14,Rayé,Peinture,scratched,painting,2026,ALL,,4014,4014
carbody,OTH,AU14,OTHAU14,Other (carbody),Other 14,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 14,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4014,4014
carbody,OTH,AU14,OTHAU14,Other (carbody),Other 14,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 14,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4014,4014
carbody,OTH,AU14,OTHAU14,Other (carbody),Other 14,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 14,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4014,4014
carbody,OTH,AU15,OTHAU15,Other (carbody),Other 15,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 15,Éraflé,Polish,scuffed,polish,2026,ALL,,4015,4015
carbody,OTH,AU15,OTHAU15,Other (carbody),Other 15,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 15,Rayé,Peinture,scratched,painting,2026,ALL,,4015,4015
carbody,OTH,AU15,OTHAU15,Other (carbody),Other 15,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 15,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4015,4015
carbody,OTH,AU15,OTHAU15,Other (carbody),Other 15,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 15,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4015,4015
carbody,OTH,AU15,OTHAU15,Other (carbody),Other 15,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 15,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4015,4015
carbody,OTH,AU16,OTHAU16,Other (carbody),Other 16,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 16,Éraflé,Polish,scuffed,polish,2026,ALL,,4016,4016
carbody,OTH,AU16,OTHAU16,Other (carbody),Other 16,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 16,Rayé,Peinture,scratched,painting,2026,ALL,,4016,4016
carbody,OTH,AU16,OTHAU16,Other (carbody),Other 16,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 16,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4016,4016
cabin,CDT,T,,Headliner,Top,Missing,SEV5,Replacement,0,Ciel de toit,Toit,Pièce manquante,Remplacement,interior_missing,replacement,2025,,,,
cabin,CDT,T,,Headliner,Top,Damaged,SEV3,Repair,0,Ciel de toit,Toit,Endommagé ,Réparation,interior_damaged,repair_interior_damaged,2025,,,,
cabin,CDT,T,,Headliner,Top,Slightly damaged,SEV1,Quick repair,0,Ciel de toit,Toit,Peu endommagé,Réparation rapide,interior_slightly_damaged,repair_interior_slightly_damaged,2025,,,,
cabin,CDT,T,,Headliner,Top,Soiled,SEV2,Cleaning,0,Ciel de toit,Toit,Interior Soiled,Sali,interior_soiled,important_washing,2025,,,,
carbody,OTH,AU16,OTHAU16,Other (carbody),Other 16,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 16,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4016,4016
carbody,OTH,AU16,OTHAU16,Other (carbody),Other 16,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 16,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4016,4016
carbody,OTH,AU17,OTHAU17,Other (carbody),Other 17,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 17,Éraflé,Polish,scuffed,polish,2026,ALL,,4017,4017
carbody,OTH,AU17,OTHAU17,Other (carbody),Other 17,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 17,Rayé,Peinture,scratched,painting,2026,ALL,,4017,4017
carbody,OTH,AU17,OTHAU17,Other (carbody),Other 17,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 17,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4017,4017
carbody,OTH,AU17,OTHAU17,Other (carbody),Other 17,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 17,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4017,4017
carbody,OTH,AU17,OTHAU17,Other (carbody),Other 17,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 17,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4017,4017
carbody,OTH,AU18,OTHAU18,Other (carbody),Other 18,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 17,Éraflé,Polish,scuffed,polish,2026,ALL,,4018,4018
carbody,OTH,AU18,OTHAU18,Other (carbody),Other 18,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 18,Rayé,Peinture,scratched,painting,2026,ALL,,4018,4018
carbody,OTH,AU18,OTHAU18,Other (carbody),Other 18,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 18,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4018,4018
carbody,OTH,AU18,OTHAU18,Other (carbody),Other 18,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 18,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4018,4018
carbody,OTH,AU18,OTHAU18,Other (carbody),Other 18,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 18,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4018,4018
carbody,OTH,AU19,OTHAU19,Other (carbody),Other 19,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 19,Éraflé,Polish,scuffed,polish,2026,ALL,,4019,4019
carbody,OTH,AU19,OTHAU19,Other (carbody),Other 19,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 19,Rayé,Peinture,scratched,painting,2026,ALL,,4019,4019
carbody,OTH,AU19,OTHAU19,Other (carbody),Other 19,damaged,SEV4,Sheet Metal Work and Painting,0,AUTRE (CARROSSERIE),Autre 19,Endommagé,Tôlerie Peinture,damaged,sheet_metal_work_and_painting,2026,ALL,,4019,4019
carbody,OTH,AU19,OTHAU19,Other (carbody),Other 19,slightly damaged,SEV3,Quick repair,0,AUTRE (CARROSSERIE),Autre 19,Peu endommagé,Réparation rapide,slightly damaged,quick_reparation,2026,ALL,,4019,4019
carbody,OTH,AU19,OTHAU19,Other (carbody),Other 19,accidented,SEV5,Replacement,0,AUTRE (CARROSSERIE),Autre 19,Accidenté,Remplacement,accidented,replacement,2026,ALL,,4019,4019
carbody,OTH,AU2,OTHAU2,Other (carbody),Other 2,scuffed,SEV1,Polish,0,AUTRE (CARROSSERIE),Autre 2,Éraflé,Polish,scuffed,polish,2026,ALL,,4002,4002
carbody,OTH,AU2,OTHAU2,Other (carbody),Other 2,scratched,SEV3,Painting,0,AUTRE (CARROSSERIE),Autre 2,Rayé,Peinture,scratched,painting,2026,ALL,,4002,4002
